n,index,eigenvalue,residual,eigenvector
72,15,2.4024412542272700e+00,2.6367796834847468e-14,9.9581523489784177e-02;-1.5908733376837511e-01;1.5456983791340467e-01;-8.7847062622741195e-02;-1.4228994730054480e-02;1.1057871759728574e-01;-1.6242700266375629e-01;1.4890796105773371e-01;-7.5462212839079501e-02;-2.8352642961385587e-02;1.2075722556780172e-01;-1.6456411885960218e-01;1.4214362175660353e-01;-6.2518667233371988e-02;-4.2266378143908725e-02;1.3004168928929069e-01;-1.6548285989519801e-01;1.3432690081167456e-01;-4.9112255288936535e-02;-5.5867187850276286e-02;1.3836336984086012e-01;-1.6517642373349020e-01;1.2551567048993484e-01;-3.5342233389167352e-02;-6.9054376443942342e-02;1.4566065641105086e-01;-1.6364707912049520e-01;1.1577516605800968e-01;-2.1310549958705381e-02;-8.1730310594301789e-02;1.5187952244335395e-01;-1.6090614878881593e-01;1.0517750280276933e-01;-7.1210906722555057e-03;-9.3801142119867245e-02;1.5697392562932075e-01;-1.5697392562754492e-01;9.3801142115246330e-02;7.1210906778850251e-03;-1.0517750280718643e-01;1.6090614879030413e-01;-1.5187952244137826e-01;8.1730310589701982e-02;2.1310549964076077e-02;-1.1577516606204179e-01;1.6364707912166698e-01;-1.4566065640900835e-01;6.9054376439601009e-02;3.5342233394036707e-02;-1.2551567049344114e-01;1.6517642373436750e-01;-1.3836336983892675e-01;5.5867187846440236e-02;4.9112255293099545e-02;-1.3432690081457796e-01;1.6548285989585818e-01;-1.3004168928765816e-01;4.2266378140800420e-02;6.2518667236670017e-02;-1.4214362175887907e-01;1.6456411886016478e-01;-1.2075722556667551e-01;2.8352642959198589e-02;7.5462212841420698e-02;-1.4890796105942497e-01;1.6242700266437110e-01;-1.1057871759684922e-01;1.4228994728924893e-02;8.7847062624093808e-02;-1.5456983791459741e-01;1.5908733376920281e-01;-9.9581523490193502e-02
72,16,2.4556868310016715e+00,2.5220566376068138e-14,1.0517750280518555e-01;-1.6242700266430632e-01;1.4566065641008982e-01;-6.2518667234631647e-02;-4.9112255291454167e-02;1.3836336984039016e-01;-1.6456411885995317e-01;1.1577516605952742e-01;-1.4228994728650557e-02;-9.3801142118486072e-02;1.5908733376924028e-01;-1.5187952244205261e-01;7.5462212839082929e-02;3.5342233392939119e-02;-1.3004168928956208e-01;1.6548285989562803e-01;-1.2551567049067278e-01;2.8352642958714726e-02;8.1730310593636502e-02;-1.5456983791475271e-01;1.5697392562796864e-01;-8.7847062621790442e-02;-2.1310549963363224e-02;1.2075722556878087e-01;-1.6517642373412769e-01;1.3432690081180848e-01;-4.2266378140251332e-02;-6.9054376443944104e-02;1.4890796105957482e-01;-1.6090614878901707e-01;9.9581523488074725e-02;7.1210906774930088e-03;-1.1057871759895824e-01;1.6364707912149254e-01;-1.4214362175643461e-01;5.5867187846075743e-02;5.5867187850812391e-02;-1.4214362175896150e-01;1.6364707912066978e-01;-1.1057871759522930e-01;7.1210906726159205e-03;9.9581523491878474e-02;-1.6090614879006085e-01;1.4890796105744217e-01;-6.9054376439658768e-02;-4.2266378144687505e-02;1.3432690081435153e-01;-1.6517642373367156e-01;1.2075722556567091e-01;-2.1310549959169270e-02;-8.7847062625102029e-02;1.5697392562898224e-01;-1.5456983791319126e-01;8.1730310590378261e-02;2.8352642962111908e-02;-1.2551567049269313e-01;1.6548285989546987e-01;-1.3004168928747611e-01;3.5342233390061442e-02;7.5462212841343967e-02;-1.5187952244274452e-01;1.5908733376828596e-01;-9.3801142116590255e-02;-1.4228994730477342e-02;1.1577516606049980e-01;-1.6456411885982233e-01;1.3836336983945344e-01;-4.9112255290331155e-02;-6.2518667235343023e-02;1.4566065641013054e-01;-1.6242700266387641e-01;1.0517750280477174e-01
72,17,2.5117921202572790e+00,2.8828791206099900e-14,1.1057871759685714e-01;-1.6456411885934299e-01;1.3432690081237367e-01;-3.5342233390993974e-02;-8.1730310592141558e-02;1.5697392562797072e-01;-1.5187952244151462e-01;6.9054376441016613e-02;4.9112255291341868e-02;-1.4214362175758333e-01;1.6242700266341989e-01;-9.9581523488961363e-02;-1.4228994730506624e-02;1.2075722556773076e-01;-1.6548285989513192e-01;1.2551567049042037e-01;-2.1310549959855010e-02;-9.3801142118466130e-02;1.6090614878936987e-01;-1.4566065640891732e-01;5.5867187846868074e-02;6.2518667236200323e-02;-1.4890796105886722e-01;1.5908733376802431e-01;-8.7847062621854807e-02;-2.8352642962055943e-02;1.3004168928954599e-01;-1.6517642373361127e-01;1.1577516605843263e-01;-7.1210906730486004e-03;-1.0517750280639404e-01;1.6364707912116261e-01;-1.3836336983863762e-01;4.2266378140488739e-02;7.5462212841821835e-02;-1.5456983791461026e-01;1.5456983791330800e-01;-7.5462212838472334e-02;-4.2266378144377774e-02;1.3836336984116887e-01;-1.6364707912096743e-01;1.0517750280348563e-01;7.1210906771460173e-03;-1.1577516606153342e-01;1.6517642373416574e-01;-1.3004168928747115e-01;2.8352642958587779e-02;8.7847062624999278e-02;-1.5908733376949605e-01;1.4890796105813800e-01;-6.2518667233647129e-02;-5.5867187850094889e-02;1.4566065641129294e-01;-1.6090614878969978e-01;9.3801142116598388e-02;2.1310549962865934e-02;-1.2551567049294374e-01;1.6548285989597461e-01;-1.2075722556675388e-01;1.4228994728467106e-02;9.9581523491047902e-02;-1.6242700266478377e-01;1.4214362175783471e-01;-4.9112255290438916e-02;-6.9054376442729506e-02;1.5187952244330771e-01;-1.5697392562900525e-01;8.1730310591965866e-02;3.5342233392151257e-02;-1.3432690081382373e-01;1.6456411886046360e-01;-1.1057871759740884e-01
72,18,2.5706532279140779e+00,1.3035868680807047e-14,-1.1577516605970956e-01;1.6548285989509431e-01;-1.2075722556682009e-01;7.1210906748676540e-03;1.1057871759694216e-01;-1.6517642373342117e-01;1.2551567049109730e-01;-1.4228994729214369e-02;-1.0517750280488618e-01;1.6456411885944547e-01;-1.3004168928799750e-01;2.1310549960892381e-02;9.9581523490068727e-02;-1.6364707912080767e-01;1.3432690081247939e-01;-2.8352642959751088e-02;-9.3801142117864916e-02;1.6242700266385532e-01;-1.3836336983926578e-01;3.5342233390814146e-02;8.7847062623797628e-02;-1.6090614878937490e-01;1.4214362175707812e-01;-4.2266378141688349e-02;-8.1730310592541003e-02;1.5908733376875531e-01;-1.4566065640957276e-01;4.9112255290124668e-02;7.5462212840827034e-02;-1.5697392562862555e-01;1.4890796105806564e-01;-5.5867187847580754e-02;-6.9054376442614696e-02;1.5456983791423023e-01;-1.5187952244194111e-01;6.2518667234124456e-02;6.2518667235740732e-02;-1.5187952244268768e-01;1.5456983791371035e-01;-6.9054376441116186e-02;-5.5867187849246602e-02;1.4890796105900964e-01;-1.5697392562835641e-01;7.5462212839506645e-02;4.9112255291778255e-02;-1.4566065641067863e-01;1.5908733376874185e-01;-8.1730310591442368e-02;-4.2266378143264297e-02;1.4214362175829226e-01;-1.6090614878960638e-01;8.7847062622963365e-02;3.5342233392242288e-02;-1.3836336984053094e-01;1.6242700266431875e-01;-9.3801142117327166e-02;-2.8352642960972941e-02;1.3432690081374032e-01;-1.6364707912147503e-01;9.9581523489839591e-02;2.1310549961861210e-02;-1.3004168928919238e-01;1.6456411886027206e-01;-1.0517750280496384e-01;-1.4228994729884882e-02;1.2551567049216023e-01;-1.6517642373435795e-01;1.1057871759731903e-01;7.1210906752079833e-03;-1.2075722556769969e-01;1.6548285989609332e-01;-1.1577516606035987e-01
72,19,2.6321611567507790e+00,3.0531133177191805e-15,-1.2075722556716191e-01;1.6517642373375907e-01;-1.0517750280485096e-01;-2.1310549961336633e-02;1.3432690081296575e-01;-1.6242700266391358e-01;8.7847062623271355e-02;4.2266378142461050e-02;-1.4566065640999057e-01;1.5697392562829870e-01;-6.9054376441700427e-02;-6.2518667234998243e-02;1.5456983791390780e-01;-1.4890796105837267e-01;4.9112255290760506e-02;8.1730310592109418e-02;-1.6090614878946885e-01;1.3836336983975195e-01;-2.8352642960189411e-02;-9.9581523490032103e-02;1.6456411885978658e-01;-1.2551567049146006e-01;7.1210906748966013e-03;1.1577516606004233e-01;-1.6548285989545572e-01;1.1057871759692921e-01;1.4228994729700014e-02;-1.3004168928861448e-01;1.6364707912101761e-01;-9.3801142117383843e-02;-3.5342233391734673e-02;1.4214362175778772e-01;-1.5908733376869041e-01;7.5462212839970746e-02;5.5867187848645861e-02;-1.5187952244245234e-01;1.5187952244228298e-01;-5.5867187848243377e-02;-7.5462212840358520e-02;1.5908733376883502e-01;-1.4214362175761708e-01;3.5342233391359036e-02;9.3801142117748232e-02;-1.6364707912117130e-01;1.3004168928847495e-01;-1.4228994729343769e-02;-1.1057871759730392e-01;1.6548285989563247e-01;-1.1577516605991012e-01;-7.1210906752631822e-03;1.2551567049184015e-01;-1.6456411885995098e-01;9.9581523489888829e-02;2.8352642960542240e-02;-1.3836336984009903e-01;1.6090614878961731e-01;-8.1730310591992067e-02;-4.9112255291065852e-02;1.4890796105869827e-01;-1.5456983791408230e-01;6.2518667234927244e-02;6.9054376441982895e-02;-1.5697392562863907e-01;1.4566065641019255e-01;-4.2266378142403693e-02;-8.7847062623554323e-02;1.6242700266425256e-01;-1.3432690081316345e-01;2.1310549961288797e-02;1.0517750280510262e-01;-1.6517642373406918e-01;1.2075722556736743e-01
72,20,2.6962020082425755e+00,5.8980598183211441e-16,1.2551567049163018e-01;-1.6364707912107185e-01;8.7847062623389358e-02;4.9112255290908173e-02;-1.5187952244235162e-01;1.4890796105850510e-01;-4.2266378142420076e-02;-9.3801142117557079e-02;1.6456411885984348e-01;-1.2075722556723781e-01;-7.1210906750806893e-03;1.3004168928853169e-01;-1.6242700266405172e-01;8.1730310592036864e-02;5.5867187848446076e-02;-1.5456983791397849e-01;1.4566065641006976e-01;-3.5342233391535714e-02;-9.9581523489966836e-02;1.6517642373389968e-01;-1.1577516605996255e-01;-1.4228994729541523e-02;1.3432690081306656e-01;-1.6090614878953194e-01;7.5462212840144149e-02;6.2518667234981104e-02;-1.5697392562846274e-01;1.4214362175768766e-01;-2.8352642960337331e-02;-1.0517750280498508e-01;1.6548285989553910e-01;-1.1057871759709498e-01;-2.1310549961336109e-02;1.3836336983993375e-01;-1.5908733376876127e-01;6.9054376441819706e-02;6.9054376441858953e-02;-1.5908733376877876e-01;1.3836336983991834e-01;-2.1310549961293612e-02;-1.1057871759714007e-01;1.6548285989555631e-01;-1.0517750280496008e-01;-2.8352642960390462e-02;1.4214362175773221e-01;-1.5697392562846713e-01;6.2518667234941983e-02;7.5462212840198106e-02;-1.6090614878956366e-01;1.3432690081305723e-01;-1.4228994729501345e-02;-1.1577516606000689e-01;1.6517642373392252e-01;-9.9581523489957649e-02;-3.5342233391571304e-02;1.4566065641011336e-01;-1.5456983791400478e-01;5.5867187848438554e-02;8.1730310592078123e-02;-1.6242700266410232e-01;1.3004168928855728e-01;-7.1210906750610835e-03;-1.2075722556729063e-01;1.6456411885989350e-01;-9.3801142117569458e-02;-4.2266378142452404e-02;1.4890796105855822e-01;-1.5187952244238889e-01;4.9112255290907778e-02;8.7847062623422997e-02;-1.6364707912111645e-01;1.2551567049166018e-01
72,21,2.7626571934749937e+00,1.6745863954762778e-15,-1.3004168928864862e-01;1.6090614878966353e-01;-6.9054376441876605e-02;-7.5462212840240322e-02;1.6242700266420293e-01;-1.2551567049172135e-01;-7.1210906751138685e-03;1.3432690081318416e-01;-1.5908733376886977e-01;6.2518667234962050e-02;8.1730310592159947e-02;-1.6364707912121851e-01;1.2075722556729940e-01;1.4228994729606304e-02;-1.3836336984005448e-01;1.5697392562853446e-01;-5.5867187848398288e-02;-8.7847062623533839e-02;1.6456411885997005e-01;-1.1577516605996878e-01;-2.1310549961428085e-02;1.4214362175782502e-01;-1.5456983791401943e-01;4.9112255290822165e-02;9.3801142117694039e-02;-1.6517642373397146e-01;1.1057871759705878e-01;2.8352642960485654e-02;-1.4566065641017872e-01;1.5187952244235461e-01;-4.2266378142324076e-02;-9.9581523490076818e-02;1.6548285989556494e-01;-1.0517750280488497e-01;-3.5342233391671120e-02;1.4890796105858964e-01;-1.4890796105847717e-01;3.5342233391426003e-02;1.0517750280506066e-01;-1.6548285989552558e-01;9.9581523489854051e-02;4.2266378142546808e-02;-1.5187952244239233e-01;1.4566065640999856e-01;-2.8352642960235364e-02;-1.1057871759717099e-01;1.6517642373385000e-01;-9.3801142117438993e-02;-4.9112255290998656e-02;1.5456983791396861e-01;-1.4214362175758841e-01;2.1310549961203219e-02;1.1577516605999308e-01;-1.6456411885977296e-01;8.7847062623279987e-02;5.5867187848495675e-02;-1.5697392562839407e-01;1.3836336983979439e-01;-1.4228994729444401e-02;-1.2075722556722808e-01;1.6364707912097523e-01;-8.1730310591947852e-02;-6.2518667234966477e-02;1.5908733376866588e-01;-1.3432690081294282e-01;7.1210906750351520e-03;1.2551567049157331e-01;-1.6242700266395210e-01;7.5462212840093496e-02;6.9054376441799001e-02;-1.6090614878942611e-01;1.3004168928844717e-01
72,22,2.8314036527432633e+00,6.7261011575207403e-15,-1.3432690081304460e-01;1.5697392562841356e-01;-4.9112255290842545e-02;-9.9581523489993481e-02;1.6548285989548248e-01;-9.3801142117440839e-02;-5.5867187848528392e-02;1.5908733376871204e-01;-1.3004168928838178e-01;-7.1210906752084205e-03;1.3836336983989247e-01;-1.5456983791380932e-01;4.2266378142259774e-02;1.0517750280497409e-01;-1.6517642373373179e-01;8.7847062623209612e-02;6.2518667235000019e-02;-1.6090614878939277e-01;1.2551567049145235e-01;1.4228994729588834e-02;-1.4214362175759604e-01;1.5187952244220618e-01;-3.5342233391473986e-02;-1.1057871759705336e-01;1.6456411885975461e-01;-8.1730310591987834e-02;-6.9054376441823717e-02;1.6242700266402829e-01;-1.2075722556722643e-01;-2.1310549961338555e-02;1.4566065641011391e-01;-1.4890796105854354e-01;2.8352642960317174e-02;1.1577516606007671e-01;-1.6364707912116602e-01;7.5462212840120918e-02;7.5462212840320508e-02;-1.6364707912122634e-01;1.1577516605994877e-01;2.8352642960551188e-02;-1.4890796105871507e-01;1.4566065641008377e-01;-2.1310549961114401e-02;-1.2075722556747807e-01;1.6242700266410343e-01;-6.9054376441650897e-02;-8.1730310592275882e-02;1.6456411885992325e-01;-1.1057871759696282e-01;-3.5342233391747947e-02;1.5187952244243891e-01;-1.4214362175760314e-01;1.4228994729375284e-02;1.2551567049170836e-01;-1.6090614878949472e-01;6.2518667234884098e-02;8.7847062623442176e-02;-1.6517642373390845e-01;1.0517750280497457e-01;4.2266378142426370e-02;-1.5456983791402540e-01;1.3836336984000874e-01;-7.1210906751398443e-03;-1.3004168928859566e-01;1.5908733376892203e-01;-5.5867187848573148e-02;-9.3801142117610661e-02;1.6548285989574749e-01;-9.9581523490144611e-02;-4.9112255290936456e-02;1.5697392562868590e-01;-1.3432690081327631e-01
72,23,2.9023140834305616e+00,1.9428902930940239e-16,-1.3836336983992445e-01;1.5187952244237363e-01;-2.8352642960360965e-02;-1.2075722556726369e-01;1.6090614878954526e-01;-5.5867187848446576e-02;-9.9581523489966031e-02;1.6517642373391095e-01;-8.1730310592053851e-02;-7.5462212840167353e-02;1.6456411885987107e-01;-1.0517750280497208e-01;-4.9112255290910518e-02;1.5908733376876769e-01;-1.2551567049164705e-01;-2.1310549961316386e-02;1.4890796105853346e-01;-1.4214362175770587e-01;7.1210906750733809e-03;1.3432690081306409e-01;-1.5456983791399331e-01;3.5342233391547462e-02;1.1577516605998137e-01;-1.6242700266407734e-01;6.2518667234962633e-02;9.3801142117567474e-02;-1.6548285989554487e-01;8.7847062623405664e-02;6.9054376441838969e-02;-1.6364707912109666e-01;1.1057871759711334e-01;4.2266378142436320e-02;-1.5697392562846413e-01;1.3004168928854723e-01;1.4228994729526679e-02;-1.4566065641008968e-01;1.4566065641008819e-01;-1.4228994729524012e-02;-1.3004168928854931e-01;1.5697392562846310e-01;-4.2266378142433600e-02;-1.1057871759711600e-01;1.6364707912109649e-01;-6.9054376441835943e-02;-8.7847062623408079e-02;1.6548285989554537e-01;-9.3801142117565031e-02;-6.2518667234965797e-02;1.6242700266407814e-01;-1.1577516605997887e-01;-3.5342233391550175e-02;1.5456983791399442e-01;-1.3432690081306209e-01;-7.1210906750763178e-03;1.4214362175770751e-01;-1.4890796105853263e-01;2.1310549961314023e-02;1.2551567049164861e-01;-1.5908733376876766e-01;4.9112255290909443e-02;1.0517750280497325e-01;-1.6456411885987166e-01;7.5462212840166312e-02;8.1730310592054850e-02;-1.6517642373391100e-01;9.9581523489965240e-02;5.5867187848447616e-02;-1.6090614878954548e-01;1.2075722556726338e-01;2.8352642960361333e-02;-1.5187952244237360e-01;1.3836336983992412e-01
72,24,2.9752571757431534e+00,1.4340380734741606e-16,-1.4214362175770498e-01;1.4566065641008760e-01;-7.1210906750744738e-03;-1.3836336983992262e-01;1.4890796105853163e-01;-1.4228994729525539e-02;-1.3432690081306159e-01;1.5187952244237177e-01;-2.1310549961315567e-02;-1.3004168928854662e-01;1.5456983791399234e-01;-2.8352642960360903e-02;-1.2551567049164597e-01;1.5697392562846249e-01;-3.5342233391548517e-02;-1.2075722556726227e-01;1.5908733376876605e-01;-4.2266378142434551e-02;-1.1577516605997998e-01;1.6090614878954415e-01;-4.9112255290909734e-02;-1.1057871759711387e-01;1.6242700266407625e-01;-5.5867187848446444e-02;-1.0517750280497185e-01;1.6364707912109569e-01;-6.2518667234963701e-02;-9.9581523489965157e-02;1.6456411885987013e-01;-6.9054376441837789e-02;-9.3801142117566141e-02;1.6517642373391031e-01;-7.5462212840167159e-02;-8.7847062623406455e-02;1.6548285989554434e-01;-8.1730310592054364e-02;-8.1730310592054128e-02;1.6548285989554495e-01;-8.7847062623407274e-02;-7.5462212840166937e-02;1.6517642373391117e-01;-9.3801142117567293e-02;-6.9054376441837151e-02;1.6456411885987182e-01;-9.9581523489966572e-02;-6.2518667234963535e-02;1.6364707912109699e-01;-1.0517750280497359e-01;-5.5867187848446416e-02;1.6242700266407839e-01;-1.1057871759711545e-01;-4.9112255290910060e-02;1.6090614878954640e-01;-1.1577516605998218e-01;-4.2266378142434689e-02;1.5908733376876888e-01;-1.2075722556726505e-01;-3.5342233391548454e-02;1.5697392562846524e-01;-1.2551567049164900e-01;-2.8352642960361121e-02;1.5456983791399564e-01;-1.3004168928855006e-01;-2.1310549961315903e-02;1.5187952244237568e-01;-1.3432690081306523e-01;-1.4228994729526070e-02;1.4890796105853527e-01;-1.3836336983992609e-01;-7.1210906750747765e-03;1.4566065641009143e-01;-1.4214362175770873e-01
72,25,3.0500978558658995e+00,1.3877787807814457e-16,1.4566065641009029e-01;-1.3836336983992534e-01;-1.4228994729525532e-02;1.5187952244237432e-01;-1.3004168928854937e-01;-2.8352642960360882e-02;1.5697392562846452e-01;-1.2075722556726454e-01;-4.2266378142434641e-02;1.6090614878954604e-01;-1.1057871759711575e-01;-5.5867187848446409e-02;1.6364707912109744e-01;-9.9581523489967252e-02;-6.9054376441837484e-02;1.6517642373391189e-01;-8.7847062623408079e-02;-8.1730310592053934e-02;1.6548285989554626e-01;-7.5462212840168533e-02;-9.3801142117566377e-02;1.6456411885987215e-01;-6.2518667234964798e-02;-1.0517750280497234e-01;1.6242700266407858e-01;-4.9112255290911296e-02;-1.1577516605998028e-01;1.5908733376876835e-01;-3.5342233391550119e-02;-1.2551567049164700e-01;1.5456983791399487e-01;-2.1310549961317128e-02;-1.3432690081306267e-01;1.4890796105853399e-01;-7.1210906750760663e-03;-1.4214362175770601e-01;1.4214362175770751e-01;7.1210906750730036e-03;-1.4890796105853243e-01;1.3432690081306450e-01;2.1310549961313964e-02;-1.5456983791399340e-01;1.2551567049164788e-01;3.5342233391547261e-02;-1.5908733376876694e-01;1.1577516605998116e-01;4.9112255290909554e-02;-1.6242700266407695e-01;1.0517750280497236e-01;6.2518667234963313e-02;-1.6456411885987035e-01;9.3801142117566641e-02;7.5462212840166035e-02;-1.6548285989554429e-01;8.1730310592054184e-02;8.7847062623405872e-02;-1.6517642373391014e-01;6.9054376441837720e-02;9.9581523489965004e-02;-1.6364707912109538e-01;5.5867187848446569e-02;1.1057871759711334e-01;-1.6090614878954348e-01;4.2266378142434974e-02;1.2075722556726212e-01;-1.5697392562846277e-01;2.8352642960360736e-02;1.3004168928854742e-01;-1.5187952244237241e-01;1.4228994729525503e-02;1.3836336983992362e-01;-1.4566065641008852e-01
72,26,3.1266975360878724e+00,5.8980598183211441e-15,1.4890796105839352e-01;-1.3004168928840629e-01;-3.5342233391557676e-02;1.6090614878942133e-01;-1.0517750280484221e-01;-6.9054376441855650e-02;1.6548285989544961e-01;-7.5462212840060203e-02;-9.9581523489991816e-02;1.6242700266402094e-01;-4.2266378142361394e-02;-1.2551567049168100e-01;1.5187952244236158e-01;-7.1210906750407152e-03;-1.4566065641012893e-01;1.3432690081309875e-01;2.8352642960353332e-02;-1.5908733376881190e-01;1.1057871759719487e-01;6.2518667234916350e-02;-1.6517642373395766e-01;8.1730310592172228e-02;9.3801142117485151e-02;-1.6364707912114271e-01;4.9112255291054584e-02;1.2075722556715637e-01;-1.5456983791403520e-01;1.4228994729683092e-02;1.4214362175758449e-01;-1.3836336983995759e-01;-2.1310549961160608e-02;1.5697392562833917e-01;-1.1577516606000293e-01;-5.5867187848309866e-02;1.6456411885975614e-01;-8.7847062623414782e-02;-8.7847062623302247e-02;1.6456411885977648e-01;-5.5867187848437624e-02;-1.1577516605991928e-01;1.5697392562839774e-01;-2.1310549961289178e-02;-1.3836336983991326e-01;1.4214362175767528e-01;1.4228994729569082e-02;-1.5456983791403600e-01;1.2075722556726882e-01;4.9112255290968777e-02;-1.6364707912118867e-01;9.3801142117606220e-02;8.1730310592123628e-02;-1.6517642373404345e-01;6.2518667235033007e-02;1.1057871759719032e-01;-1.5908733376892750e-01;2.8352642960451729e-02;1.3432690081313711e-01;-1.4566065641026085e-01;-7.1210906749721980e-03;1.5187952244243966e-01;-1.2551567049181320e-01;-4.2266378142331182e-02;1.6242700266412746e-01;-9.9581523490107599e-02;-7.5462212840071541e-02;1.6548285989557282e-01;-6.9054376441941789e-02;-1.0517750280489398e-01;1.6090614878954640e-01;-3.5342233391603375e-02;-1.3004168928849369e-01;1.4890796105850601e-01
72,27,3.2049143714348882e+00,2.1880645443654126e-15,1.5187952244244213e-01;-1.2075722556732768e-01;-5.5867187848454833e-02;1.6517642373398100e-01;-7.5462212840223419e-02;-1.0517750280498855e-01;1.5908733376883555e-01;-2.1310549961361260e-02;-1.4214362175773040e-01;1.3432690081312681e-01;3.5342233391516369e-02;-1.6242700266410895e-01;9.3801142117622485e-02;8.7847062623389829e-02;-1.6364707912113483e-01;4.2266378142480909e-02;1.3004168928854812e-01;-1.4566065641013332e-01;-1.4228994729492066e-02;1.5697392562848198e-01;-1.1057871759716308e-01;-6.9054376441818513e-02;1.6548285989558148e-01;-6.2518667235014994e-02;-1.1577516605997745e-01;1.5456983791404741e-01;-7.1210906751258893e-03;-1.4890796105854551e-01;1.2551567049171589e-01;4.9112255290859684e-02;-1.6456411885989733e-01;8.1730310592133731e-02;9.9581523489917820e-02;-1.6090614878958315e-01;2.8352642960447465e-02;1.3836336983988071e-01;-1.3836336983997041e-01;-2.8352642960273865e-02;1.6090614878950882e-01;-9.9581523490016366e-02;-8.1730310591972402e-02;1.6456411885984404e-01;-4.9112255290961970e-02;-1.2551567049157689e-01;1.4890796105851875e-01;7.1210906750238789e-03;-1.5456983791393925e-01;1.1577516605998109e-01;6.2518667234916211e-02;-1.6548285989550945e-01;6.9054376441853998e-02;1.1057871759707055e-01;-1.5697392562844795e-01;1.4228994729558469e-02;1.4566065641004830e-01;-1.3004168928855103e-01;-4.2266378142387984e-02;1.6364707912106000e-01;-8.7847062623426467e-02;-9.3801142117508132e-02;1.6242700266404470e-01;-3.5342233391581830e-02;-1.3432690081299731e-01;1.4214362175767953e-01;2.1310549961271182e-02;-1.5908733376869796e-01;1.0517750280495326e-01;7.5462212840113854e-02;-1.6517642373384175e-01;5.5867187848436625e-02;1.2075722556720345e-01;-1.5187952244230798e-01
72,28,3.2846035223337493e+00,1.9391895496786067e-14,1.5456983791388787e-01;-1.1057871759695914e-01;-7.5462212840288603e-02;1.6456411885989367e-01;-4.2266378142346774e-02;-1.3432690081321425e-01;1.3836336984005662e-01;3.5342233391505447e-02;-1.6364707912116444e-01;8.1730310592194835e-02;1.0517750280483455e-01;-1.5697392562840104e-01;7.1210906751186694e-03;1.5187952244224764e-01;-1.1577516605984066e-01;-6.9054376441918586e-02;1.6517642373389099e-01;-4.9112255290801730e-02;-1.3004168928868695e-01;1.4214362175780218e-01;2.8352642960358544e-02;-1.6242700266416762e-01;8.7847062623539279e-02;9.9581523489862336e-02;-1.5908733376874631e-01;1.4228994729593873e-02;1.4890796105841508e-01;-1.2075722556715772e-01;-6.2518667235005210e-02;1.6548285989550415e-01;-5.5867187848345441e-02;-1.2551567049175694e-01;1.4566065641015069e-01;2.1310549961333695e-02;-1.6090614878963228e-01;9.3801142117675013e-02;9.3801142117495018e-02;-1.6090614878954657e-01;2.1310549961384363e-02;1.4566065640999298e-01;-1.2551567049157311e-01;-5.5867187848465484e-02;1.6548285989550288e-01;-6.2518667234884612e-02;-1.2075722556734202e-01;1.4890796105857487e-01;1.4228994729541190e-02;-1.5908733376883374e-01;9.9581523490049784e-02;8.7847062623349223e-02;-1.6242700266407659e-01;2.8352642960415224e-02;1.4214362175762799e-01;-1.3004168928848664e-01;-4.9112255290927088e-02;1.6517642373387900e-01;-6.9054376441774840e-02;-1.1577516606004594e-01;1.5187952244241132e-01;7.1210906750817614e-03;-1.5697392562851370e-01;1.0517750280504232e-01;8.1730310592000047e-02;-1.6364707912108620e-01;3.5342233391587201e-02;1.3836336983985628e-01;-1.3432690081300191e-01;-4.2266378142459399e-02;1.6456411885984845e-01;-7.5462212840110759e-02;-1.1057871759717641e-01;1.5456983791403328e-01
72,29,3.3656174228217841e+00,1.4284869583510346e-14,-1.5697392562841375e-01;9.9581523489883403e-02;9.3801142117652017e-02;-1.5908733376882528e-01;7.1210906750838613e-03;1.5456983791403525e-01;-1.0517750280504815e-01;-8.7847062623325881e-02;1.6090614878948795e-01;-1.4228994729510953e-02;-1.5187952244234315e-01;1.1057871759705279e-01;8.1730310592123642e-02;-1.6242700266412965e-01;2.1310549961332984e-02;1.4890796105855400e-01;-1.1577516606002874e-01;-7.5462212840112300e-02;1.6364707912105672e-01;-2.8352642960349062e-02;-1.4566065641007322e-01;1.2075722556723026e-01;6.9054376441873094e-02;-1.6456411885989489e-01;3.5342233391554435e-02;1.4214362175771783e-01;-1.2551567049166804e-01;-6.2518667234945202e-02;1.6517642373390265e-01;-4.2266378142439540e-02;-1.3836336983991265e-01;1.3004168928853813e-01;5.5867187848448949e-02;-1.6548285989553865e-01;4.9112255290899159e-02;1.3432690081307330e-01;-1.3432690081306650e-01;-4.9112255290916271e-02;1.6548285989555961e-01;-5.5867187848463236e-02;-1.3004168928853740e-01;1.3836336983992475e-01;4.2266378142423254e-02;-1.6517642373389349e-01;6.2518667234947395e-02;1.2551567049165541e-01;-1.4214362175770370e-01;-3.5342233391559529e-02;1.6456411885988553e-01;-6.9054376441851029e-02;-1.2075722556725708e-01;1.4566065641009263e-01;2.8352642960351272e-02;-1.6364707912108672e-01;7.5462212840160955e-02;1.1577516605998039e-01;-1.4890796105852824e-01;-2.1310549961320920e-02;1.6242700266407947e-01;-8.1730310592052741e-02;-1.1057871759711968e-01;1.5187952244237959e-01;1.4228994729522630e-02;-1.6090614878954762e-01;8.7847062623415087e-02;1.0517750280496130e-01;-1.5456983791398521e-01;-7.1210906750751590e-03;1.5908733376875972e-01;-9.3801142117553610e-02;-9.9581523489978577e-02;1.5697392562847159e-01
